SSN,DoB,Gender,FirstName,MiddleName,LastName,EyeColor,StreetAddress,CityName,State,ZipCode,CountryCode,PhoneNumber,EmailAddress,DriverNumber,DriverState,DriverExpiry,Latitude,Longitude,IsVeteran,HasLienRecord,HasBankruptcyRecord,HasArrestRecord,HasCriminalRecord
816-06-7245,1939-01-05,Male,Mark,S.,McComas,Brown,88 Bank Boulevard,New York City,NY,12192,US,733-248-0932,mark3983@aol.com,740-561-808,NY,2017-09-25,40.5810144543344,-74.0411860474548,True,True,False,False,False
278-63-1038,1968-01-11,Female,L.,C.,Leighton,Blue,9626 Park Avenue,New York City,NY,14571,US,793-265-4528,l.6993@aol.com,974-645-334,NY,2021-08-04,40.6980389125324,-74.0624458231921,False,True,False,False,False
027-03-4766,1961-03-25,Female,Tansy,J.,Owens,Blue,5511 Bank Drive,New York City,NY,14304,US,192-529-9043,tansy615@mail.com,118-132-436,NY,2020-10-03,40.6007890653129,-74.2385631382579,False,True,False,False,False
915-05-6025,1963-09-11,Female,Shawna,P.,Mosher,Green,3516 Park Street,New York City,NY,14720,US,451-686-9212,shawna6380@gmail.com,817-933-017,NY,2022-04-06,40.7986045029326,-74.2376296298802,False,True,False,False,False
477-71-5418,1954-01-09,Male,Phillip,D.,Walton,Blue,67 Island Boulevard,New York City,NY,13630,US,862-807-1326,PhillipWalton54@aol.com,632-836-098,NY,2022-11-01,40.7374602577627,-73.9821596086721,True,False,False,False,False
349-75-2047,1961-10-30,Male,Raymond,Martin,Salgado,Hazel,25 Tenth Drive,New York City,NY,10053,US,641-251-8459,raymond.salgado@hotmail.com,833-404-318,NY,2016-07-03,40.7110460613361,-74.1280906385411,False,False,False,False,False
769-67-7844,1973-06-26,Female,Dawn,Melissa,Parfitt,Gray,2 Fifth Street,Valley Stream,NY,11588,US,304-246-8673,dawn.parfitt@hotmail.com,290-812-185,NY,2022-01-22,40.6711415873258,-73.711629796701,False,True,False,False,False
366-94-1330,1962-12-20,Female,Gillian,Cortney,Marno,Gray,46 Valley Street,New York City,NY,12846,US,605-801-9206,gillian9486@gmail.com,598-247-186,NY,2023-01-13,40.6717941432197,-73.6607355989116,False,False,False,False,False
632-15-8982,1951-02-01,Male,James,Joseph,Dunning,Brown,5434 First Street,New York City,NY,13396,US,970-657-6182,JamesDunning51@mail.com,284-679-224,NY,2023-06-14,40.9491497071623,-73.9757157198849,True,False,False,False,False
104-56-7737,1963-11-07,Female,L.,A.,Campbell,Green,18 Park Boulevard,New York City,NY,12825,US,457-166-0726,l.6363@yahoo.com,637-564-161,NY,2020-11-22,40.6988702171417,-73.9955127830927,False,False,False,True,False
674-12-2570,1966-07-13,Male,Bobby,David,Martindale,Blue,56 Maple Street,New York City,NY,11662,US,825-249-6199,,480-130-636,NY,2018-01-31,40.79717644803,-74.0244057522029,False,True,False,False,False
318-24-6637,1957-08-17,Male,James,R.,Kogan,Brown,230 Vale Boulevard,New York City,NY,10183,US,454-252-3794,james7723@gmail.com,889-649-152,NY,2022-04-17,40.5318185640936,-73.9843378002416,True,False,False,False,False
326-64-4845,1969-07-31,Female,Dorothy,P.,Pablo,Brown,14 Mill Road,New York City,NY,12036,US,755-815-7232,dorothy6913@outbox.com,,,1900-01-01,40.75611670305,-74.0463929159021,False,False,False,False,False
735-76-2773,1962-02-14,Female,Margaret,Phyllis,Alphin,Hazel,3292 County Avenue,New York City,NY,13821,US,500-478-3508,margaret6266@hotmail.com,167-166-875,NY,2016-08-28,40.7649100959769,-73.9353355889248,False,False,False,False,False
292-69-0275,1958-12-31,Female,Lolita,Natalie,Wilding,Brown,156 Mill Street,New York City,NY,13496,US,228-245-4641,LolitaWilding58@mail.com,320-533-788,NY,2016-12-17,40.9568111030997,-73.7831904054699,False,False,False,False,False
931-98-9360,1961-07-18,Male,David,Randall,Angliss,Hazel,13 County Road,Borough Of Queens,NY,11130,US,496-267-2374,david6181@yahoo.com,944-885-197,NY,2017-05-05,40.6413439269869,-73.8920610420421,False,False,False,False,False
430-90-7376,1951-10-16,Male,Philip,K.,Mistry,Blue,7 Eleventh Drive,Borough Of Bronx,NY,11161,US,565-994-6513,PhilipMistry51@outbox.com,309-484-457,NY,2020-06-18,40.7568705420194,-73.7980675666127,True,False,False,False,False
275-69-3854,1969-07-27,Female,Georgina,Selina,Andrews,Blue,96 Elm Road,Valley Stream,NY,12429,US,295-541-3971,GeorginaAndrews69@hotmail.com,729-486-640,NY,2022-12-03,40.6721512992107,-73.6913035510551,False,False,False,False,False
135-15-5376,1960-11-18,Male,M.,B.,Foskett,Gray,1 Division Avenue,Borough of Bronx,NY,12918,US,502-291-9624,m..foskett@gmail.com,237-485-105,NY,2018-07-21,40.8516601271382,-73.8689492898969,False,True,True,False,False
454-69-5583,1961-04-01,Female,L.,M.,Foster,Hazel,89 Long Drive,Borough of Bronx,NY,10198,US,265-324-1882,,555-695-942,NY,2022-12-15,40.8461511690989,-73.874082840212,False,False,False,False,False
382-02-4697,1944-04-27,Female,Nuala,Flora,Bomford,Brown,169 City Street,New York City,NY,14875,US,513-966-4263,,583-234-536,NY,2020-10-10,40.6931092427956,-74.0049350511526,False,False,False,False,False
808-36-5259,1960-01-04,Male,Joe,D.,Jones,Blue,7 County Drive,Setauket-East Setauket,NY,11824,US,691-407-8675,JoeJones60@mail.com,772-342-531,NY,2017-01-12,40.9315429682927,-73.102829083357,True,False,False,True,False
260-07-2558,1962-11-28,Female,Ann-marie,Lottie,Jegede,Brown,252 Green Road,Setauket-East Setauket,NY,13659,US,348-718-3916,ann-marie.jegede@hotmail.com,331-365-613,NY,2017-05-21,40.9309352663698,-73.1099677634147,False,False,False,False,False
043-29-2340,1954-10-17,Female,Hedy,S.,Mullin,Brown,1 Hillside Avenue,Levittown,NY,10066,US,717-591-7083,HedyMullin54@mail.com,732-595-843,NY,2019-11-04,40.728017494386,-73.5217247477649,False,True,False,False,False
292-10-5467,1971-12-30,Male,David,Gareth,Green,Hazel,12 Stone Avenue,Ronkonkoma,NY,10084,US,819-543-3033,david7128@gmail.com,716-985-961,NY,2017-11-03,40.81400743905,-73.1097680228977,True,False,False,False,False
770-82-2652,1945-01-03,Male,M.,R.,Rivera,Hazel,10 Willow Drive,New York City,NY,10226,US,313-380-8104,m..rivera@outbox.com,216-326-012,NY,2022-02-03,40.7233484686322,-74.0052122627154,True,False,False,True,False
769-04-7197,1952-05-03,Male,Michael,James,Ritz,Green,27 Pleasant Avenue,New York City,NY,14395,US,532-272-0559,michael8506@gmail.com,105-901-641,NY,2018-07-08,40.7026483781335,-73.8936909012722,False,False,False,False,False
566-92-4539,1970-08-12,Female,Linden,Sajida,Punshon,Gray,4220 Park Road,New York City,NY,11976,US,115-109-0348,linden8877@gmail.com,735-771-261,NY,2017-12-05,40.74117950076,-73.845482244117,False,False,False,False,False
901-51-3279,1964-09-23,Male,Allan,Alan,Alderton,Hazel,4387 Forest Avenue,Valley Stream,NY,11215,US,386-223-8203,allan5920@gmail.com,216-159-813,NY,2023-02-01,40.6618261045532,-73.7067860469495,False,False,False,False,False
055-46-3065,1970-07-15,Female,Carron,Isabelle,Swindon,Green,36 Yew Boulevard,New York City,NY,13167,US,460-374-9451,CarronSwindon70@yahoo.com,258-483-174,NY,2017-03-04,40.5215709226189,-74.2556171002747,False,False,False,False,False
620-63-0108,1972-08-23,Male,Seth,Perry,Greer,Green,398 Church Drive,New York City,NY,11165,US,513-896-3785,seth.greer@mail.com,642-245-166,NY,2020-08-31,40.495859195019,-73.7255906305263,False,False,False,False,False
798-58-4518,1960-02-06,Male,Wade,William,Woods,Blue,2187 Queens Road,North Babylon,NY,13317,US,165-315-6733,WadeWoods60@aol.com,478-982-208,NY,2017-09-25,40.7158344036682,-73.3212374590386,True,False,False,False,False
931-36-8477,1952-07-05,Male,Rashpal,Julio,Daughtry,Blue,19 Holly Road,Brooklyn,NY,13216,US,996-939-7980,rashpal.daughtry@hotmail.com,703-916-782,NY,2019-03-25,40.6687120496524,-73.9484850256217,True,False,False,False,False
698-50-4259,1963-08-03,Male,C.,R.,Cowie,Green,17 Park Avenue,Brooklyn,NY,12367,US,666-399-0131,c..cowie@outlook.com,120-745-360,NY,2016-08-14,40.5619410298799,-73.9186886454884,False,True,False,False,False
791-66-4976,1949-10-05,Male,Jose,George,South,Gray,206 Beech Drive,Manhattan,NY,13300,US,523-404-4272,JoseSouth49@hotmail.com,351-252-986,NY,2021-12-08,40.7882015925961,-73.9724257683133,True,True,False,False,False
730-96-1765,1964-11-27,Female,Evelyn,Jennie,Smiley,Green,118 Park Avenue,Manhattan,NY,11429,US,609-682-2478,EvelynSmiley64@mail.com,225-832-858,NY,2017-08-08,40.7845084436263,-73.9818218101068,False,False,False,False,False
941-10-0837,1966-09-22,Male,Lawrence,Paul,Payne,Brown,4 Princes Road,Manhattan,NY,10587,US,372-220-3553,lawrence7615@yahoo.com,,,1900-01-01,40.7908458933347,-73.9549135133888,False,True,False,False,False
823-52-3710,1966-04-01,Female,Megan,Nancy,McRaney,Brown,164 Green Drive,Manhattan,NY,12088,US,960-846-5763,MeganMcRaney66@outlook.com,788-667-934,NY,2020-08-06,40.796504277247,-74.0071013521906,False,False,False,False,False
208-42-7811,1949-07-31,Female,Mary,J.,Beaudette,Blue,3 Main Street,New York City,NY,11537,US,650-305-7557,MaryBeaudette49@aol.com,446-410-779,NY,2020-11-21,40.7250387778838,-74.1018159049482,True,True,False,True,False
724-81-6693,1953-12-31,Female,Teresa,L.,Constanti,Blue,639 Green Street,Manhattan,NY,14985,US,676-193-9336,TeresaConstanti53@gmail.com,551-789-228,NY,2022-10-16,40.7832767495139,-73.974172893434,False,False,False,False,False
564-66-1950,1952-02-26,Male,Egbert,Daniel,Daley,Green,19 Bay Street,New York City,NY,12015,US,753-828-6941,egbert.daley@mail.com,845-257-451,NY,2018-12-17,40.7156955273595,-74.0120048049678,False,True,False,False,False
250-14-9763,1974-06-29,Male,James,C.,Dorris,Brown,93 Fifth Road,New York City,NY,12713,US,108-889-4126,james7492@aol.com,753-894-679,NY,2016-09-12,40.7128930506035,-73.9976556609725,False,False,False,False,False
539-94-6082,1973-05-21,Male,William,Ronald,McCoy,Brown,3292 Island Drive,New York City,NY,13697,US,515-786-7084,,218-177-692,NY,2017-03-16,40.7361743509376,-74.1583829480206,False,False,False,False,False
193-46-5412,1963-01-08,Female,Rhiannon,M.,Ramsey,Gray,4557 Main Avenue,New York City,NY,13432,US,811-864-4998,rhiannon1869@yahoo.com,895-922-915,NY,2021-12-10,40.8005847440874,-73.8850301918898,True,False,False,False,False
871-08-8774,1975-04-05,Male,Denys,Wm,Mathison,Blue,1 Church Avenue,New York City,NY,11262,US,389-807-3905,DenysMathison75@hotmail.com,167-825-351,NY,2017-08-26,40.7352093327139,-74.0079460927615,False,False,False,False,False
538-32-4509,1945-07-05,Male,Wilbert,Joseph,Shahid,Hazel,531 Edge Drive,Borough Of Bronx,NY,10865,US,104-811-8153,wilbert1083@aol.com,936-569-193,NY,2020-05-03,40.8516339928336,-73.8501329362318,False,True,False,False,False
779-84-8589,1943-12-27,Male,Joe,Stephen,Hultgren,Gray,2 Park Avenue,Brooklyn,NY,14842,US,785-211-5596,joe4332@hotmail.com,611-375-215,NY,2018-09-19,40.6881276788984,-73.9925545147442,True,False,False,False,False
415-71-1676,1943-01-11,Male,Shane,Jack,Land,Hazel,471 Church Street,Borough Of Queens,NY,12584,US,755-373-8246,shane4319@outbox.com,774-352-833,NY,2019-08-18,40.6991336784389,-73.7780295256472,True,True,False,False,False
438-24-7705,1962-10-29,Female,Constance,J.,Mills,Brown,3 Forest Street,Lindenhurst,NY,12314,US,196-409-9845,ConstanceMills62@outbox.com,266-199-690,NY,2022-11-24,40.6896766028585,-73.3695086692131,False,True,True,False,False
999-23-2450,1950-03-08,Female,Ellen,Ethel,Bolduc,Hazel,2 Airport Boulevard,New York City,NY,14794,US,622-656-0771,ellen5033@yahoo.com,877-559-185,NY,2017-01-03,40.6227288447534,-74.1129516954308,True,True,False,False,False
176-78-5914,1952-11-28,Male,Roy,T.,Bhudia,Gray,12 Bridge Drive,New York City,NY,10169,US,850-749-4285,roy3686@hotmail.com,400-452-852,NY,2022-03-20,40.8102357540333,-74.1133611936092,True,False,False,False,False
370-17-6564,1965-12-29,Female,Sheila,Pauline,Arnold,Blue,4 Park Drive,New York City,NY,12511,US,245-205-9412,SheilaArnold65@outlook.com,896-427-304,NY,2019-12-21,40.7219814421701,-74.0008440629859,False,False,False,False,False
002-74-2721,1978-08-22,Male,Julius,,Kulik,Blue,1664 Park Street,New York City,NY,10208,US,356-157-2989,JuliusKulik78@outlook.com,682-221-538,NY,2018-04-20,40.7225654296276,-73.7666916458225,False,False,False,False,False
516-97-2418,1957-04-08,Male,Warren,N.,Clark,Blue,3920 Rose Avenue,New York City,NY,14314,US,579-301-4431,warren.clark@yahoo.com,964-967-512,NY,2017-03-26,40.8087025693815,-74.2478401078247,False,True,False,False,False
523-37-9626,1944-08-07,Male,Gerald,Francisco,Daykin,Blue,93 Trinity Street,Brooklyn,NY,14392,US,824-252-4963,GeraldDaykin44@gmail.com,854-014-136,NY,2019-09-20,40.6200374755198,-73.8881394735967,True,True,False,False,False
750-23-0918,1968-02-14,Female,Nancy,B.,Lloyd,Brown,502 Green Street,Brooklyn,NY,10569,US,304-974-1538,nancy3386@hotmail.com,233-724-726,NY,2018-09-05,40.6820590401731,-73.902601976801,False,False,False,False,False
326-38-6032,1965-12-13,Male,Mark,Robert,Taylor,Hazel,2168 Forest Street,Brooklyn,NY,11526,US,455-956-4404,mark9447@aol.com,135-420-752,NY,2023-03-03,40.7185355191497,-73.8980543424866,False,False,False,False,False
205-61-7483,1970-01-30,Female,Carmen,Christine,Sailor,Green,9574 Bridge Drive,Brooklyn,NY,11552,US,854-174-0204,CarmenSailor70@outbox.com,236-796-621,NY,2016-08-05,40.5306134296523,-73.9769700972081,False,False,False,False,False
437-72-3832,1939-08-27,Male,Richard,Brandon,Taylor,Blue,310 Mill Avenue,Roslyn Heights,NY,11757,US,768-581-2929,richard.taylor@hotmail.com,977-706-692,NY,2019-05-02,40.7839020014751,-73.6429599418924,True,True,False,False,False
452-14-6257,1945-06-29,Male,Thomas,J.,Kunz,Brown,2612 Main Street,New York City,NY,13423,US,876-278-7951,thomas3463@hotmail.com,285-229-544,NY,2022-01-08,40.7166710581917,-73.981294309381,True,True,False,False,False
647-39-6664,1982-09-20,Male,Hector,C.,Whyte,Blue,1944 City Road,New York City,NY,13643,US,908-301-1264,hector5437@gmail.com,652-065-170,NY,2019-04-03,40.7122128938295,-74.0014561173326,False,False,False,False,False
264-87-2159,1969-01-20,Male,Kevin,M.,Hoover,Hazel,5453 Park Street,New York City,NY,13080,US,388-349-8628,kevin7476@mail.com,895-723-907,NY,2017-05-24,40.646702124356,-74.0466985807173,False,True,False,False,False
196-99-4062,1967-10-20,Female,Brenda,Louann,Rose,Hazel,14 Hospital Drive,New York City,NY,10859,US,765-294-6842,BrendaRose67@aol.com,841-319-372,NY,2020-02-07,40.8975789119047,-74.2573838267141,False,False,False,False,False
067-91-7221,1967-02-09,Female,Shirley,V.,Aylmer,Brown,39 Park Street,New York City,NY,10538,US,234-370-4316,shirley1122@mail.com,388-875-512,NY,2021-12-23,40.6583311450183,-74.174072795906,False,False,False,False,False
830-00-6025,1970-06-30,Female,Bridget,Florence,Redgrave,Green,6 Church Boulevard,New York City,NY,11344,US,302-574-1504,BridgetRedgrave70@yahoo.com,192-865-153,NY,2018-11-05,40.7300915286588,-74.0064054128853,False,False,False,False,False
997-61-2270,1945-10-11,Male,William,L.,Zucker,Brown,354 Chase Drive,New York City,NY,13450,US,740-195-1031,william4593@hotmail.com,391-352-040,NY,2021-04-26,40.7047440834171,-74.1803090130626,True,False,False,False,False
192-94-6432,1965-01-15,Female,Clare,Elizabeth,Tucker,Brown,46 Long Road,New York City,NY,14091,US,877-824-1225,,142-041-363,NY,2017-05-25,40.6800887360662,-73.9343696802116,False,False,False,False,False
775-58-2538,1967-07-08,Female,Heidi,Chun,Dyer,Green,12 Pine Road,New York City,NY,10480,US,679-937-0764,HeidiDyer67@hotmail.com,292-243-211,NY,2022-09-24,40.6987606199706,-74.0118257188275,False,False,False,False,False
801-42-0794,1958-05-12,Male,Cody,Richard,Howson,Blue,151 Park Street,New York City,NY,14133,US,793-355-4541,CodyHowson58@mail.com,584-206-556,NY,2017-12-09,40.9575219912241,-74.1584332428739,False,True,False,False,False
179-62-0767,1952-11-12,Male,Vincent,Thomas,Odusanya,Brown,7 Park Avenue,New York City,NY,12215,US,937-176-2250,,595-207-132,NY,2020-11-25,40.6846167628419,-73.9770315530209,False,True,False,False,False
720-85-3820,1946-08-26,Male,Stephen,L.,Kuntz,Brown,2457 Bridge Avenue,New York City,NY,11860,US,744-551-9222,stephen7602@yahoo.com,,,1900-01-01,40.6772564742845,-74.0918476697564,True,False,False,False,False
779-93-1856,1966-11-15,Female,Jill,H.,Hansen,Blue,19 Riverside Drive,New York City,NY,13217,US,740-518-7855,jill.hansen@yahoo.com,109-437-461,NY,2016-09-17,40.8105098035306,-73.9349509321553,False,False,False,False,False
775-84-4209,1974-05-15,Female,Nancy,,Robinson,Blue,2323 Park Street,New York City,NY,14462,US,192-100-4028,nancy.robinson@mail.com,871-379-108,NY,2017-07-15,40.8476114815336,-73.9031448353617,False,False,False,False,False
104-90-7112,1964-11-03,Male,Rafael,M.,Kennedy,Brown,16 Park Street,New York City,NY,10082,US,744-487-7584,RafaelKennedy64@hotmail.com,,,1900-01-01,40.8653949285817,-74.3583108661826,False,True,False,False,False
040-93-1707,1952-03-29,Female,Takisha,S.,Jones,Hazel,4236 Park Avenue,Borough Of Queens,NY,14842,US,375-614-2617,takisha5261@yahoo.com,313-211-882,NY,2023-05-14,40.6361102437785,-73.8082233709606,False,False,False,False,False
217-52-8931,1966-03-23,Male,David,W.,Dillard,Brown,57 Beach Avenue,New York City,NY,13088,US,855-671-6095,DavidDillard66@hotmail.com,516-312-726,NY,2019-05-13,40.7279402522737,-74.0700988960154,True,True,False,False,False
491-99-3853,1964-08-03,Male,Charles,L.,Deberry,Hazel,4899 Park Avenue,New York City,NY,10352,US,517-758-9888,CharlesDeberry64@yahoo.com,959-857-479,NY,2020-01-17,40.6870940885102,-74.0080551721172,False,False,False,False,False
755-13-0725,1945-03-29,Male,Ronald,John,Pattni,Hazel,1422 Green Avenue,Staten Island,NY,10837,US,793-275-2732,ronald4539@mail.com,958-556-658,NY,2021-10-03,40.5635116257426,-74.1398132325536,True,False,False,False,False
877-00-4238,1976-08-15,Female,Hulda,E.,Victoria,Blue,38 Hillside Boulevard,Staten Island,NY,13277,US,140-938-3967,HuldaVictoria76@yahoo.com,561-912-391,NY,2018-07-18,40.5628071640677,-74.1404199443602,False,False,False,False,False
815-02-7024,1946-03-27,Male,Jonathan,Eric,Guerra,Brown,13 College Drive,Nanuet,NY,10573,US,732-315-2386,jonathan2761@gmail.com,597-809-249,NY,2022-08-27,41.0827308270688,-74.018530679197,True,False,False,False,False
412-72-6353,1940-02-25,Male,S.,S.,West,Green,36 Green Avenue,New York City,NY,13860,US,438-518-2975,s..west@mail.com,206-708-073,NY,2017-02-11,40.6811736530517,-73.8432103948514,True,False,False,False,False
652-96-7266,1957-06-08,Female,Lana,Virginia,Ghulam,Brown,845 Park Road,New York City,NY,10583,US,958-359-4314,lana631@yahoo.com,768-692-706,NY,2021-05-09,40.7677658213096,-73.8252078797671,False,False,False,False,False
317-87-4286,1967-12-28,Female,Brittany,Sarah,Gummerson,Blue,2 Bay Street,New York City,NY,13603,US,190-761-9255,brittany673@aol.com,877-895-982,NY,2018-06-27,40.7458229274256,-73.9577846572963,False,False,False,False,False
792-87-1921,1961-11-09,Female,Sarah,D.,Gaskill,Brown,8605 Park Street,New York City,NY,13930,US,369-117-0492,SarahGaskill61@gmail.com,,,1900-01-01,40.4991651951894,-74.0730109726672,False,False,False,False,False
988-39-8376,1965-02-27,Male,Daniel,H.,Ruddick,Brown,1 Cedar Avenue,New York City,NY,14925,US,409-663-1188,daniel6563@gmail.com,566-200-544,NY,2020-12-01,40.7458081468076,-73.90301322142,False,True,False,False,False
464-67-1651,1953-05-26,Female,Christel,Jenna,Almendarez,Green,98 Park Street,Borough Of Queens,NY,14139,US,232-736-5156,ChristelAlmendarez53@hotmail.com,131-666-610,NY,2023-01-08,40.6363300451359,-73.8431151313894,False,False,False,False,False
931-62-1150,1946-03-19,Male,John,J.,Collins,Blue,2 Kings Avenue,Borough Of Queens,NY,14367,US,209-503-8484,john4646@mail.com,850-606-520,NY,2021-11-24,40.6722158565897,-73.8199234900625,True,False,False,False,False
302-07-3181,1957-08-14,Female,Hester,Joann,Hancock,Hazel,498 Green Street,Borough of Queens,NY,10761,US,880-907-9729,hester5748@outlook.com,918-256-403,NY,2019-10-07,40.6824879634787,-73.7850296942709,False,False,False,False,False
605-66-1310,1951-07-04,Male,John,Robert,Morris,Blue,38 Queens Street,New York City,NY,14980,US,823-299-6868,JohnMorris51@hotmail.com,188-580-210,NY,2019-03-14,40.8337073235328,-74.3225598493578,True,False,False,True,False
182-85-4101,1968-04-04,Female,Angharad,S.,Streek,Gray,1 Park Avenue,New York City,NY,12113,US,773-722-6662,angharad.streek@yahoo.com,873-657-151,NY,2018-03-27,40.7058666059626,-74.0297496316464,False,False,False,False,False
429-07-4473,1973-09-10,Male,Archie,D.,Rowberry,Brown,255 Park Road,New York City,NY,12559,US,999-621-4984,ArchieRowberry73@yahoo.com,645-959-354,NY,2019-07-26,40.8233413457412,-73.8641407216141,False,False,False,False,False
774-97-4239,1957-09-13,Female,Mary,Kristin,Lear,Blue,22 Queens Boulevard,New York City,NY,11156,US,317-316-5167,MaryLear57@gmail.com,,,1900-01-01,40.8558709926071,-73.9656148016136,False,False,False,False,False
229-25-3311,1947-12-24,Male,Stephen,J.,Tomasini,Brown,16 Oak Boulevard,Bay Shore,NY,12076,US,171-869-2321,stephen.tomasini@gmail.com,972-488-390,NY,2018-05-17,40.7266305094112,-73.2453363612699,True,True,False,False,False
995-77-0292,1941-07-28,Female,Joyce,E.,Gittings,Green,10 Main Avenue,Borough Of Queens,NY,12794,US,236-648-5018,joyce4141@mail.com,408-232-861,NY,2017-10-13,40.6816481471273,-73.8361028070991,False,False,False,False,False
950-76-6906,1968-01-10,Male,Samuel,Simon,Wood,Brown,2308 Church Avenue,Cheektowaga,NY,13335,US,353-427-8260,samuel7323@mail.com,533-649-873,NY,2017-10-04,42.9046459316149,-78.7495022407318,False,False,False,False,False
042-61-3478,1952-11-02,Male,Greg,M.,Kovacs,Blue,884 Oak Street,North Gates,NY,12175,US,568-965-6762,greg7554@yahoo.com,282-874-071,NY,2023-04-19,43.1763851441233,-77.7021500542484,True,False,False,False,False
652-94-6797,1956-01-17,Male,Andrew,R.,Mahomed,Brown,16 College Boulevard,Manhattan,NY,12664,US,488-788-2756,AndrewMahomed56@aol.com,745-782-563,NY,2020-04-27,40.6979550504434,-73.9040525669749,True,False,False,False,False
432-60-2752,1960-09-29,Female,Christine,Carolyn,Iqbal,Brown,195 Kings Drive,Manhattan,NY,12748,US,804-655-5338,christine2936@hotmail.com,858-910-532,NY,2021-02-11,40.7584160183276,-73.9719533969055,False,False,False,True,False
453-34-5671,1969-02-17,Male,Curtis,J.,Montgomery,Hazel,7 Ninth Drive,Manhattan,NY,10128,US,978-186-7933,CurtisMontgomery69@gmail.com,695-415-037,NY,2022-05-02,40.8280365099958,-73.9453835757267,False,False,False,False,False
901-67-5245,1957-11-01,Female,Leticia,Carma,Tucknott,Hazel,171 Park Drive,New York City,NY,14682,US,875-650-6042,LeticiaTucknott57@yahoo.com,324-892-510,NY,2017-10-02,40.7228284756469,-74.1617645016682,False,True,False,False,False
046-90-0925,1940-11-22,Male,Harry,T.,Potter,Green,299 Holly Avenue,Borough Of Queens,NY,13970,US,995-837-5291,harry.potter@yahoo.com,764-570-123,NY,2017-11-22,40.6047326108283,-73.8272479531297,True,False,False,False,False
186-25-2864,1968-04-23,Male,Vincent,,Wakeling,Hazel,162 Kings Avenue,Borough of Queens,NY,14955,US,721-952-4726,VincentWakeling68@aol.com,558-239-956,NY,2021-04-18,40.7324375465604,-73.8280094099648,False,True,False,False,False
461-59-4629,1962-08-11,Male,Paul,Titus,McGibbon,Brown,505 County Avenue,Borough of Queens,NY,12061,US,652-173-0946,paul.mcgibbon@mail.com,945-747-604,NY,2017-08-09,40.6451321345884,-73.702392607168,False,False,False,False,False
995-49-9192,1933-03-29,Female,Betty,Theresa,Begum,Blue,147 Park Street,New York City,NY,12817,US,451-423-8451,,795-896-511,NY,2016-12-02,40.5601626551348,-74.0269066712698,True,True,False,False,False
845-84-3660,1955-09-14,Male,Martin,D.,Brown,Blue,9 Dale Avenue,New York City,NY,14196,US,493-952-0702,martin.brown@outlook.com,689-462-524,NY,2019-01-25,40.6985618391091,-74.0289639167127,False,False,False,False,False
212-35-5852,1957-03-25,Female,Julie,Sarah,O'Mahony,Brown,6 Vale Drive,New York City,NY,10999,US,367-649-6968,julie.o'mahony@outlook.com,481-175-571,NY,2016-08-09,40.7192944690552,-73.9926795991388,False,False,False,False,False
376-52-1306,1980-01-08,Female,H.,S.,Batho,Blue,5809 Forest Drive,North Gates,NY,13867,US,157-795-4045,h.2738@mail.com,232-499-532,NY,2018-12-19,43.1750321741474,-77.700324314444,False,True,False,False,False
629-06-1422,1945-10-17,Male,Gilberto,M.,Scott,Green,56 Stone Boulevard,Brooklyn,NY,11883,US,788-281-0498,GilbertoScott45@yahoo.com,872-494-422,NY,2017-05-16,40.5803459068014,-74.0265965275531,True,False,False,True,True
654-92-7407,1952-10-12,Female,Rebecca,Fredia,Gallie,Green,3138 Green Avenue,Brooklyn,NY,10492,US,417-943-3128,rebecca.gallie@mail.com,750-109-723,NY,2022-12-23,40.6010695104959,-74.048395731708,False,False,False,False,False
845-66-6582,1956-07-14,Male,Adolph,W.,Enticott,Brown,1245 Bell Boulevard,New York City,NY,13409,US,303-194-3164,adolph5619@outlook.com,193-840-768,NY,2019-12-20,40.5664138411299,-74.0952884439362,True,False,False,False,False
631-18-8350,1958-08-13,Female,Pamela,Sandra,Hisey,Blue,119 Central Road,New York City,NY,14095,US,967-421-2911,pamela5886@gmail.com,756-586-798,NY,2022-02-20,40.6425734048382,-73.9328747924192,False,True,False,False,False
545-43-4994,1970-03-16,Male,Dennis,Rowan,McCauley,Green,4335 City Boulevard,New York City,NY,13113,US,773-624-9900,dennis3899@yahoo.com,800-875-261,NY,2018-10-03,40.7833325745366,-73.9718984868795,False,False,False,False,False
180-31-3778,1966-12-29,Male,Douglas,Neil,Staton,Brown,5 Church Boulevard,New York City,NY,12001,US,499-486-1289,douglas1233@hotmail.com,679-813-818,NY,2017-03-22,40.8635643686791,-73.8708549953244,False,False,False,False,False
423-63-9376,1953-06-22,Male,Andre,Thomas,Simpson,Blue,2016 Park Avenue,New York City,NY,13566,US,356-912-5737,andre5394@mail.com,148-268-698,NY,2019-05-13,40.4906556473819,-73.8253581006124,False,True,False,False,False
162-95-7749,1945-11-27,Female,Ana,M.,Rowland,Green,1510 Main Street,Niagara Falls,NY,12021,US,742-309-6653,ana2157@gmail.com,,,1900-01-01,43.1004362184652,-79.0792954902647,False,False,False,False,False
320-77-9250,1948-08-04,Male,Robert,Barney,Bowles,Gray,71 County Boulevard,Mount Vernon,NY,10054,US,132-423-9536,RobertBowles48@mail.com,610-359-496,NY,2021-02-20,40.921677521172,-73.8347865406826,True,False,False,False,False
